Row ID,Customer Key,Product Key,Location Key,Order_Date_Key,Ship_Date_Key,Order ID,Ship Mode,Sales,Quantity,Discount,Profit
70,31,68,29,856,858,CA-2016-119823,First Class,75.88,2,0.0,35.6636
71,32,69,30,960,965,CA-2016-106075,Standard Class,4.616,1,0.2,1.731
72,15,70,31,1321,1324,CA-2017-114440,Second Class,19.05,3,0.0,8.763
73,33,71,32,459,465,US-2015-134026,Standard Class,831.936,8,0.2,-114.3912
74,33,72,32,459,465,US-2015-134026,Standard Class,97.04,2,0.2,1.213
75,33,73,32,459,465,US-2015-134026,Standard Class,72.784,1,0.2,-18.196
76,34,74,17,1407,1409,US-2017-118038,First Class,1.248,3,0.8,-1.9344
77,34,75,17,1407,1409,US-2017-118038,First Class,9.708,3,0.6,-5.8248
78,34,76,17,1407,1409,US-2017-118038,First Class,27.24,3,0.2,2.724
79,33,77,33,319,324,US-2014-147606,Second Class,19.3,5,0.6,-14.475
80,35,78,34,863,866,CA-2016-127208,First Class,208.16,1,0.0,56.2032
81,35,79,34,863,866,CA-2016-127208,First Class,16.74,3,0.0,8.0352
82,36,80,35,274,278,CA-2014-139451,Standard Class,14.9,5,0.0,4.172
83,36,81,35,274,278,CA-2014-139451,Standard Class,21.39,1,0.0,6.2031
84,37,82,36,585,590,CA-2015-149734,Standard Class,200.984,7,0.2,62.8075
85,38,83,37,1381,1384,US-2017-119662,First Class,230.376,3,0.2,-48.9549
86,23,84,38,1212,1214,CA-2017-140088,Second Class,301.96,2,0.0,33.2156
87,39,85,39,1363,1370,CA-2017-155558,Standard Class,19.99,1,0.0,6.7966
88,39,86,39,1363,1370,CA-2017-155558,Standard Class,6.16,2,0.0,2.9568
89,40,87,15,796,801,CA-2016-159695,Second Class,158.368,7,0.2,13.8572
90,41,88,2,959,964,CA-2016-109806,Standard Class,20.1,3,0.0,6.633
91,41,41,2,959,964,CA-2016-109806,Standard Class,73.584,2,0.2,8.2782
92,41,89,2,959,964,CA-2016-109806,Standard Class,6.48,1,0.0,3.1104
93,42,90,40,379,383,CA-2015-149587,Second Class,12.96,2,0.0,6.2208
94,42,91,40,379,383,CA-2015-149587,Second Class,53.34,3,0.0,16.5354
95,42,92,40,379,383,CA-2015-149587,Second Class,32.96,2,0.0,16.1504
96,43,93,41,1374,1380,US-2017-109484,Standard Class,5.682,1,0.7,-3.788
97,44,94,30,1377,1379,CA-2017-161018,Second Class,96.53,7,0.0,40.5426
98,45,95,35,1232,1235,CA-2017-157833,First Class,51.312,3,0.2,17.9592
99,46,96,42,948,953,CA-2016-149223,Standard Class,77.88,6,0.0,22.5852
100,47,97,27,940,944,CA-2016-158568,Standard Class,64.624,7,0.2,22.6184
101,47,98,27,940,944,CA-2016-158568,Standard Class,95.976,3,0.2,-10.7973
102,47,99,27,940,944,CA-2016-158568,Standard Class,1.788,3,0.8,-3.0396
103,48,100,39,1034,1037,CA-2016-129903,Second Class,23.92,4,0.0,11.7208
104,49,101,43,655,659,US-2015-156867,Standard Class,238.896,6,0.2,-26.8758
105,49,102,43,655,659,US-2015-156867,Standard Class,102.36,3,0.2,-3.8385
106,49,103,43,655,659,US-2015-156867,Standard Class,36.882,3,0.7,-25.8174
107,50,104,44,1391,1396,CA-2017-119004,Standard Class,74.112,8,0.2,17.6016
108,50,105,44,1391,1396,CA-2017-119004,Standard Class,27.992,1,0.2,2.0994
109,50,106,44,1391,1396,CA-2017-119004,Standard Class,3.304,1,0.2,1.0738
110,51,107,45,627,632,CA-2015-129476,Standard Class,339.96,5,0.2,67.992
111,52,108,46,1423,1428,CA-2017-146780,Standard Class,41.96,2,0.0,10.9096
112,53,109,47,1006,1013,CA-2016-128867,Standard Class,75.96,2,0.0,22.788
113,53,110,47,1006,1013,CA-2016-128867,Standard Class,27.24,6,0.0,13.3476
114,54,111,48,226,228,CA-2014-115259,Second Class,40.096,14,0.2,14.5348
115,54,112,48,226,228,CA-2014-115259,Second Class,4.72,2,0.2,1.652
116,54,113,48,226,228,CA-2014-115259,Second Class,23.976,3,0.2,7.4925
117,54,114,48,226,228,CA-2014-115259,Second Class,130.464,6,0.2,44.0316
118,55,115,6,405,409,CA-2015-110457,Standard Class,787.53,3,0.0,165.3813
119,56,116,49,438,443,US-2015-136476,Standard Class,157.794,1,0.7,-115.7156
120,57,117,50,863,866,CA-2016-103730,First Class,47.04,3,0.0,18.3456
121,57,9,50,863,866,CA-2016-103730,First Class,30.84,4,0.0,13.878
122,57,118,50,863,866,CA-2016-103730,First Class,226.56,6,0.0,63.4368
123,57,119,50,863,866,CA-2016-103730,First Class,115.02,9,0.0,51.759
124,57,120,50,863,866,CA-2016-103730,First Class,68.04,7,0.0,19.7316
125,58,121,17,349,351,US-2014-152030,Second Class,600.558,3,0.3,-8.5794
126,59,122,51,252,257,US-2014-134614,Standard Class,617.7,6,0.5,-407.682
127,60,123,52,1373,1380,US-2017-107272,Standard Class,2.388,2,0.7,-1.8308
128,60,124,52,1373,1380,US-2017-107272,Standard Class,243.992,7,0.2,30.499
129,61,125,26,1009,1013,US-2016-125969,Second Class,81.424,2,0.2,-9.1602
130,61,126,26,1009,1013,US-2016-125969,Second Class,238.56,3,0.0,26.2416
131,62,127,48,1097,1100,US-2017-164147,First Class,59.97,5,0.4,-11.994
132,62,128,48,1097,1100,US-2017-164147,First Class,78.304,2,0.2,29.364
133,62,129,48,1097,1100,US-2017-164147,First Class,21.456,9,0.2,6.9732
134,63,130,53,985,991,CA-2016-145583,Standard Class,20.04,3,0.0,9.6192
135,63,131,53,985,991,CA-2016-145583,Standard Class,35.44,1,0.0,16.6568
136,63,132,53,985,991,CA-2016-145583,Standard Class,11.52,4,0.0,3.456
137,63,133,53,985,991,CA-2016-145583,Standard Class,4.02,2,0.0,1.9698
138,63,134,53,985,991,CA-2016-145583,Standard Class,76.176,3,0.2,26.6616
139,63,135,53,985,991,CA-2016-145583,Standard Class,65.88,6,0.0,18.4464
140,63,51,53,985,991,CA-2016-145583,Standard Class,43.12,14,0.0,20.6976
141,64,29,12,947,949,CA-2016-110366,Second Class,82.8,2,0.2,10.35
142,65,136,35,1325,1330,CA-2017-106180,Standard Class,8.82,3,0.0,2.3814
143,65,137,35,1325,1330,CA-2017-106180,Standard Class,10.86,3,0.0,5.1042
144,65,138,35,1325,1330,CA-2017-106180,Standard Class,143.7,3,0.0,68.976
145,66,139,54,1420,1425,CA-2017-155376,Standard Class,839.43,3,0.0,218.2518
146,67,83,55,589,594,CA-2015-110744,Standard Class,671.93,7,0.0,20.1579
147,68,140,56,284,290,CA-2014-110072,Standard Class,93.888,4,0.2,12.9096
148,69,141,57,1038,1042,CA-2016-114489,Standard Class,384.45,11,0.0,103.8015
149,69,142,57,1038,1042,CA-2016-114489,Standard Class,149.97,3,0.0,5.9988
150,69,2,57,1038,1042,CA-2016-114489,Standard Class,1951.84,8,0.0,585.552
151,69,143,57,1038,1042,CA-2016-114489,Standard Class,171.55,5,0.0,80.6285
152,70,144,58,773,776,CA-2016-158834,First Class,157.92,5,0.2,17.766
153,70,145,58,773,776,CA-2016-158834,First Class,203.184,2,0.2,15.2388
154,71,146,59,494,496,CA-2015-124919,First Class,58.38,7,0.0,26.271
155,71,147,59,494,496,CA-2015-124919,First Class,105.52,4,0.0,48.5392
156,71,148,59,494,496,CA-2015-124919,First Class,80.88,6,0.0,21.0288
157,72,149,60,491,497,CA-2015-118948,Standard Class,6.63,3,0.0,1.7901
158,73,121,61,53,58,CA-2014-104269,Second Class,457.568,2,0.2,51.4764
159,74,150,62,1023,1027,CA-2016-114104,Standard Class,14.62,2,0.0,6.8714
160,74,151,62,1023,1027,CA-2016-114104,Standard Class,944.93,7,0.0,236.2325
161,75,152,63,832,833,CA-2016-162733,First Class,5.98,1,0.0,2.691
162,76,153,64,700,703,CA-2015-119697,Second Class,54.384,2,0.2,1.3596
163,77,154,65,1019,1023,CA-2016-154508,Standard Class,28.4,5,0.0,13.348
164,78,155,61,1010,1014,CA-2016-113817,Standard Class,27.68,2,0.2,9.688
165,79,156,66,240,244,CA-2014-139892,Standard Class,9.936,3,0.2,2.7324
166,79,157,66,240,244,CA-2014-139892,Standard Class,8159.952,8,0.4,-1359.992
167,79,158,66,240,244,CA-2014-139892,Standard Class,275.928,3,0.2,-58.6347
168,79,159,66,240,244,CA-2014-139892,Standard Class,1740.06,9,0.3,-24.858
169,79,160,66,240,244,CA-2014-139892,Standard Class,32.064,6,0.2,6.8136
170,79,161,66,240,244,CA-2014-139892,Standard Class,177.98,5,0.8,-453.849
171,79,162,66,240,244,CA-2014-139892,Standard Class,143.976,3,0.2,8.9985
172,80,163,26,206,210,CA-2014-118962,Standard Class,20.94,3,0.0,9.8418
173,80,164,26,206,210,CA-2014-118962,Standard Class,110.96,2,0.0,53.2608
174,80,165,26,206,210,CA-2014-118962,Standard Class,340.144,7,0.2,21.259
175,81,166,37,246,251,US-2014-100853,Standard Class,52.448,2,0.8,-131.12
176,81,167,37,246,251,US-2014-100853,Standard Class,20.16,4,0.2,6.552
177,82,168,67,1175,1179,US-2017-152366,Second Class,97.264,4,0.8,-243.16
178,33,169,56,663,665,US-2015-101511,Second Class,396.802,7,0.3,-11.3372
179,33,170,56,663,665,US-2015-101511,Second Class,15.88,5,0.2,-3.7715
180,83,171,30,687,691,CA-2015-137225,Standard Class,3.28,1,0.0,1.4104
181,84,172,68,328,332,CA-2014-166191,Second Class,24.816,2,0.2,1.8612
182,84,173,68,328,332,CA-2014-166191,Second Class,408.744,7,0.2,76.6395
183,85,174,69,312,317,CA-2014-158274,Second Class,503.96,4,0.0,131.0296
184,85,175,69,312,317,CA-2014-158274,Second Class,149.95,5,0.0,41.986
185,85,176,69,312,317,CA-2014-158274,Second Class,29.0,2,0.0,7.25
186,86,177,70,1031,1035,CA-2016-105018,Standard Class,7.16,2,0.0,3.4368
187,87,178,4,227,231,CA-2014-123260,Standard Class,176.8,8,0.0,22.984
188,88,179,71,896,902,CA-2016-157000,Standard Class,37.224,3,0.2,3.7224
189,88,146,71,896,902,CA-2016-157000,Standard Class,20.016,3,0.2,6.255
190,89,180,46,624,626,CA-2015-102281,First Class,899.136,4,0.2,112.392
191,89,181,46,624,626,CA-2015-102281,First Class,71.76,6,0.0,20.0928
192,89,182,46,624,626,CA-2015-102281,First Class,51.84,8,0.0,24.8832
193,89,38,46,624,626,CA-2015-102281,First Class,626.352,3,0.2,46.9764
194,89,183,46,624,626,CA-2015-102281,First Class,19.9,5,0.0,6.567
195,90,30,72,642,648,CA-2015-131457,Standard Class,14.28,7,0.0,6.7116
196,91,184,73,73,77,CA-2014-140004,Standard Class,7.408,2,0.2,1.2038
197,91,185,73,73,77,CA-2014-140004,Standard Class,6.048,3,0.2,1.5876
198,92,186,74,1374,1381,CA-2017-107720,Standard Class,46.26,3,0.0,12.0276
199,93,187,75,1251,1258,US-2017-124303,Standard Class,2.946,2,0.7,-2.2586
200,93,188,75,1251,1258,US-2017-124303,Standard Class,16.056,3,0.2,5.8203
201,94,189,76,1239,1244,CA-2017-105074,Standard Class,21.744,3,0.2,6.795
202,95,190,77,204,206,CA-2014-133690,First Class,218.75,2,0.5,-161.875
203,95,191,77,204,206,CA-2014-133690,First Class,2.6,1,0.2,0.2925
204,96,192,78,1415,1419,US-2017-116701,Second Class,66.284,2,0.8,-178.9668
205,97,193,79,1218,1222,CA-2017-126382,Standard Class,35.168,7,0.2,9.6712
206,98,194,80,1407,1412,CA-2017-108329,Standard Class,444.768,4,0.2,44.4768
207,99,195,81,1399,1405,CA-2017-135860,Standard Class,83.92,4,0.0,5.8744
208,99,196,81,1399,1405,CA-2017-135860,Standard Class,131.98,2,0.0,35.6346
209,99,123,81,1399,1405,CA-2017-135860,Standard Class,15.92,4,0.0,7.4824
210,99,197,81,1399,1405,CA-2017-135860,Standard Class,52.29,9,0.0,16.2099
211,99,198,81,1399,1405,CA-2017-135860,Standard Class,91.99,1,0.0,3.6796
212,100,199,78,387,390,CA-2015-101007,Second Class,20.8,2,0.2,6.5
213,101,200,82,356,363,CA-2015-146262,Standard Class,23.68,2,0.2,8.88
214,101,201,82,356,363,CA-2015-146262,Standard Class,452.45,5,0.5,-244.323
215,101,105,82,356,363,CA-2015-146262,Standard Class,62.982,3,0.4,-14.6958
216,101,202,82,356,363,CA-2015-146262,Standard Class,1188.0,9,0.7,-950.4
217,101,203,82,356,363,CA-2015-146262,Standard Class,89.584,2,0.2,4.4792
218,102,179,4,1000,1004,CA-2016-130162,Standard Class,93.06,6,0.0,26.0568
219,102,204,4,1000,1004,CA-2016-130162,Standard Class,302.376,3,0.2,22.6782
220,103,205,83,696,699,CA-2015-169397,First Class,5.584,2,0.2,1.8148
221,103,206,83,696,699,CA-2015-169397,First Class,22.704,6,0.2,8.2302
222,103,92,83,696,699,CA-2015-169397,First Class,19.776,4,0.7,-13.8432
223,103,207,83,696,699,CA-2015-169397,First Class,72.704,4,0.2,19.0848
224,103,208,83,696,699,CA-2015-169397,First Class,479.988,4,0.7,-383.9904
225,103,209,83,696,699,CA-2015-169397,First Class,27.168,2,0.2,2.7168
226,104,210,84,561,568,CA-2015-163055,Standard Class,2.2,1,0.0,0.968
227,104,211,84,561,568,CA-2015-163055,Standard Class,622.45,5,0.0,136.939
228,104,212,84,561,568,CA-2015-163055,Standard Class,21.98,1,0.0,0.2198
229,105,213,85,403,407,US-2015-145436,Standard Class,161.568,2,0.2,-28.2744
230,105,214,85,403,407,US-2015-145436,Standard Class,389.696,8,0.2,43.8408
231,106,215,44,245,249,US-2014-156216,Standard Class,18.648,7,0.7,-12.432
232,38,216,86,1161,1166,US-2017-100930,Standard Class,233.86,2,0.45,-102.048
233,38,217,86,1161,1166,US-2017-100930,Standard Class,620.6145,3,0.45,-248.2458
234,38,215,86,1161,1166,US-2017-100930,Standard Class,5.328,2,0.7,-3.552
235,38,218,86,1161,1166,US-2017-100930,Standard Class,258.072,3,0.2,0.0
236,38,219,86,1161,1166,US-2017-100930,Standard Class,617.976,3,0.2,-7.7247
237,107,220,87,1380,1384,CA-2017-160514,Standard Class,10.56,2,0.0,4.752
238,108,221,27,856,860,CA-2016-157749,Second Class,25.92,5,0.2,9.396
239,108,222,27,856,860,CA-2016-157749,Second Class,419.68,5,0.6,-356.728
240,108,223,27,856,860,CA-2016-157749,Second Class,11.688,3,0.6,-4.6752
241,108,224,27,856,860,CA-2016-157749,Second Class,31.984,2,0.2,11.1944
242,108,225,27,856,860,CA-2016-157749,Second Class,177.225,5,0.5,-120.513
243,108,226,27,856,860,CA-2016-157749,Second Class,4.044,3,0.6,-2.8308
244,108,184,27,856,860,CA-2016-157749,Second Class,7.408,2,0.2,1.2038
245,109,121,88,143,148,CA-2014-131926,Second Class,2001.86,7,0.0,580.5394
246,109,227,88,143,148,CA-2014-131926,Second Class,166.72,2,0.0,41.68
247,109,228,88,143,148,CA-2014-131926,Second Class,47.88,6,0.0,23.94
248,109,229,88,143,148,CA-2014-131926,Second Class,1503.25,5,0.0,496.0725
249,109,182,88,143,148,CA-2014-131926,Second Class,25.92,4,0.0,12.4416
250,110,230,10,1043,1048,CA-2016-154739,Second Class,321.568,2,0.2,28.1372
251,111,231,89,953,959,CA-2016-145625,Standard Class,7.61,1,0.0,3.5767
252,111,219,89,953,959,CA-2016-145625,Standard Class,3347.37,13,0.0,636.0003
253,112,232,24,1043,1046,CA-2016-146941,First Class,80.58,6,0.0,22.5624
254,112,233,24,1043,1046,CA-2016-146941,First Class,361.92,4,0.0,162.864
255,113,226,37,670,676,US-2015-159982,Standard Class,12.132,9,0.6,-8.4924
256,113,234,37,670,676,US-2015-159982,Standard Class,82.368,2,0.2,-19.5624
257,113,148,37,670,676,US-2015-159982,Standard Class,53.92,5,0.2,4.044
258,113,235,37,670,676,US-2015-159982,Standard Class,647.904,6,0.2,56.6916
259,114,236,30,1399,1401,CA-2017-163139,Second Class,20.37,3,0.0,6.9258
260,114,237,30,1399,1401,CA-2017-163139,Second Class,221.55,3,0.0,6.6465
261,114,238,30,1399,1401,CA-2017-163139,Second Class,17.52,5,0.2,6.132
262,115,239,90,1223,1227,US-2017-155299,Standard Class,1.624,2,0.8,-4.466
263,116,157,67,251,253,US-2014-106992,Second Class,3059.982,3,0.4,-509.997
264,116,240,67,251,253,US-2014-106992,Second Class,2519.958,7,0.4,-251.9958
265,117,241,27,858,864,CA-2016-125318,Standard Class,328.224,4,0.2,28.7196
266,118,242,91,652,657,CA-2015-155040,Standard Class,79.9,2,0.0,35.156
267,119,243,92,1231,1235,CA-2017-136826,Standard Class,14.016,3,0.2,4.7304
268,39,244,93,723,729,CA-2016-111010,Standard Class,7.56,6,0.0,0.3024
269,120,245,94,1407,1411,US-2017-145366,Standard Class,37.208,1,0.2,-7.4416
270,120,246,94,1407,1411,US-2017-145366,Standard Class,57.576,3,0.2,21.591
271,121,247,95,1426,1431,CA-2017-163979,Second Class,725.84,4,0.0,210.4936
272,67,248,10,552,553,CA-2015-155334,First Class,209.93,7,0.0,92.3692
273,67,249,10,552,553,CA-2015-155334,First Class,5.28,3,0.0,2.3232
274,67,250,10,552,553,CA-2015-155334,First Class,10.92,3,0.2,4.095
275,122,251,96,1323,1324,CA-2017-118136,First Class,8.82,2,0.0,4.0572
276,122,252,96,1323,1324,CA-2017-118136,First Class,5.98,1,0.0,1.5548
277,123,253,12,1350,1354,CA-2017-132976,Standard Class,11.648,2,0.2,4.0768
278,123,254,12,1350,1354,CA-2017-132976,Standard Class,18.176,4,0.2,5.9072
279,123,255,12,1350,1354,CA-2017-132976,Standard Class,59.712,6,0.2,5.9712
280,123,256,12,1350,1354,CA-2017-132976,Standard Class,24.84,3,0.2,8.694
281,57,257,33,608,610,US-2015-161991,Second Class,2.08,5,0.8,-3.432
282,57,258,33,608,610,US-2015-161991,Second Class,1114.4,7,0.2,376.11
283,124,259,26,644,648,CA-2015-130890,Standard Class,1038.84,5,0.2,51.942
284,15,260,41,608,614,CA-2015-130883,Standard Class,141.76,5,0.2,47.844
285,15,261,41,608,614,CA-2015-130883,Standard Class,239.8,5,0.2,47.96
286,15,262,41,608,614,CA-2015-130883,Standard Class,31.104,6,0.2,10.8864
287,125,263,97,1051,1053,CA-2016-112697,Second Class,254.058,7,0.7,-169.372
288,125,168,97,1051,1053,CA-2016-112697,Second Class,194.528,2,0.2,24.316
289,125,264,97,1051,1053,CA-2016-112697,Second Class,961.48,5,0.2,-204.3145
290,126,265,48,1023,1027,CA-2016-110772,Second Class,19.096,7,0.2,6.6836
291,126,266,48,1023,1027,CA-2016-110772,Second Class,18.496,8,0.2,6.2424
292,126,267,48,1023,1027,CA-2016-110772,Second Class,255.984,2,0.2,54.3966
293,126,268,48,1023,1027,CA-2016-110772,Second Class,86.97,3,0.5,-48.7032
294,127,269,98,349,351,CA-2014-111451,First Class,300.416,8,0.2,78.8592
295,127,270,98,349,351,CA-2014-111451,First Class,230.352,3,0.2,20.1558
296,127,271,98,349,351,CA-2014-111451,First Class,218.352,3,0.2,-24.5646
297,127,272,98,349,351,CA-2014-111451,First Class,78.6,5,0.7,-62.88
298,127,273,98,349,351,CA-2014-111451,First Class,27.552,3,0.2,9.2988
299,64,274,99,1000,1006,CA-2016-142545,Standard Class,32.4,5,0.0,15.552
300,64,275,99,1000,1006,CA-2016-142545,Standard Class,1082.48,8,0.0,10.8248
301,64,276,99,1000,1006,CA-2016-142545,Standard Class,56.91,3,0.0,27.3168
302,64,277,99,1000,1006,CA-2016-142545,Standard Class,77.6,4,0.0,38.024
303,64,278,99,1000,1006,CA-2016-142545,Standard Class,14.28,1,0.0,6.5688
304,102,279,37,1387,1391,US-2017-152380,Standard Class,219.075,3,0.5,-131.445
305,128,280,24,467,472,CA-2015-144253,Second Class,26.8,2,0.0,12.864
306,34,281,100,353,358,CA-2014-130960,Standard Class,9.84,3,0.0,2.8536
307,129,282,101,143,148,CA-2014-111003,Standard Class,45.48,3,0.0,20.9208
308,129,283,101,143,148,CA-2014-111003,Standard Class,289.2,6,0.0,83.868
309,130,284,102,1169,1171,CA-2017-126774,First Class,4.89,1,0.0,2.0049
310,131,285,103,954,956,CA-2016-142902,Second Class,15.136,4,0.2,3.5948
311,131,286,103,954,956,CA-2016-142902,Second Class,466.768,2,0.2,52.5114
312,131,287,103,954,956,CA-2016-142902,Second Class,15.232,1,0.2,1.7136
313,131,288,103,954,956,CA-2016-142902,Second Class,6.264,3,0.2,2.0358
314,132,289,104,259,265,CA-2014-120887,Standard Class,87.54,3,0.0,37.6422
315,133,290,105,210,217,CA-2014-167850,Standard Class,178.384,2,0.2,22.298
316,133,291,105,210,217,CA-2014-167850,Standard Class,15.552,3,0.2,5.4432
317,134,292,106,351,353,CA-2014-164259,First Class,99.136,4,0.2,8.6744
318,135,293,24,297,302,CA-2014-164973,Standard Class,135.882,1,0.1,24.1568
319,135,294,24,297,302,CA-2014-164973,Standard Class,3991.98,2,0.0,1995.99
320,135,41,24,297,302,CA-2014-164973,Standard Class,275.94,6,0.0,80.0226
321,135,295,24,297,302,CA-2014-164973,Standard Class,360.0,4,0.0,129.6
322,135,124,24,297,302,CA-2014-164973,Standard Class,43.57,1,0.0,13.071
323,136,296,107,251,256,CA-2014-156601,Standard Class,7.16,2,0.0,3.58
324,137,272,108,814,818,CA-2016-162138,Standard Class,251.52,6,0.2,81.744
325,137,297,108,814,818,CA-2016-162138,Standard Class,99.99,1,0.0,34.9965
326,138,298,109,1371,1373,CA-2017-153339,Second Class,15.992,1,0.2,0.9995
327,139,299,106,941,943,US-2016-141544,First Class,290.898,3,0.4,-67.8762
328,139,300,106,941,943,US-2016-141544,First Class,54.224,2,0.2,3.389
329,139,301,106,941,943,US-2016-141544,First Class,786.744,4,0.3,-258.5016
330,139,302,106,941,943,US-2016-141544,First Class,100.24,10,0.2,33.831
331,139,303,106,941,943,US-2016-141544,First Class,37.764,6,0.7,-27.6936
